2,584
3,1009
4,643
5,643
6,158
7,1415
8,1566
9,812
10,450
11,523
12,238
14,738
15,866
16,247
17,1186
18,298
19,1615
20,328
21,1163
22,896
23,1009
24,587
25,111
26,870
27,1232
28,1232
29,164
30,795
31,1223
32,1566
33,1537
34,372
35,549
36,1498
37,661
38,1176
39,964
40,433
41,1428
42,1286
43,971
44,946
45,1398
46,386
47,1294
48,951
49,1114
50,682
51,1212
52,776
53,417
54,413
55,239
56,1234
57,1071
58,1197
59,350
60,284
61,740
62,616
63,1107
64,1361
65,44
66,819
67,570
68,305
69,529
70,4
71,492
72,733
73,450
74,171
75,58
76,472
77,946
78,607
79,815
80,1165
81,1333
82,569
83,356
84,1079
85,612
86,276
87,1052
88,1225
89,352
90,318
91,393
92,61
93,807
94,1168
95,514
96,149
97,162
98,1104
99,990
100,937
101,1497
102,526
103,496
104,185
105,169
106,774
107,423
108,454
109,1559
110,1186
111,1040
112,1373
113,696
114,981
115,968
116,251
117,275
118,348
119,164
120,624
121,1316
122,258
123,1014
124,383
125,1343
126,1573
127,353
128,983
129,1640
130,269
131,159
132,290
133,1161
134,979
135,669
136,582
137,843
138,457
139,891
140,1371
141,936
142,1412
143,202
144,532
145,683
146,976
147,546
148,1607
149,593
150,1100
151,209
152,394
153,203
154,338
155,928
156,1096
157,404
158,243
159,253
160,147
161,130
162,535
163,227
164,187
165,500
166,1317
167,303
168,640
169,383
170,845
171,1418
172,1165
173,1411
174,1527
175,1406
176,95
177,1028
178,841
179,550
180,922
181,588
182,516
183,921
184,1509
185,1388
186,1199
187,334
188,1556
189,797
190,1593
191,621
192,1258
193,547
194,988
195,652
196,1596
197,221
198,759
199,332
200,82
201,393
202,1001
203,1203
204,814
205,48
206,450
207,347
208,393
209,47
210,218
211,285
212,1490
213,1595
214,971
215,1564
216,460
217,1088
218,43
219,1638
220,7
221,200
222,1329
223,1629
224,1268
225,937
226,1487
227,323
228,1326
229,34
230,30
231,736
232,861
233,790
234,1255
235,1376
236,895
237,838
238,1583
239,804
240,1089
241,46
242,257
243,679
244,149
245,886
246,667
247,967
248,985
249,1469
250,1636
251,924
252,159
253,1531
254,243
255,1490
256,602
257,686
258,889
259,1016
260,1537
261,198
262,903
263,1634
264,835
265,510
266,348
267,1495
268,1570
269,187
270,943
271,1598
272,1150
273,1644
274,621
275,749
276,714
277,317
278,731
279,274
280,1576
281,908
282,1505
283,385
284,1086
285,674
286,1165
287,1359
288,861
289,1520
290,865
291,276
292,805
293,1258
294,777
295,617
296,994
297,356
298,659
299,526
300,1568
301,1276
302,946
303,248
304,1209
305,1271
306,754
307,1378
308,283
309,1367
310,181
311,1102
312,74
313,832
314,141
315,1131
316,54
317,1529
318,93
319,1114
320,1422
321,477
322,927
323,549
324,769
325,1267
326,396
327,615
328,1257
329,186
330,823
331,57
332,341
333,340
334,563
335,1590
336,956
337,656
338,894
339,1533
340,1142
341,161
342,1443
343,92
344,206
345,347
346,446
347,568
348,1403
349,591
350,184
351,433
352,1420
353,678
354,457
355,1449
356,1316
357,1287
358,679
359,275
360,336
361,1181
362,1434
363,408
364,670
365,101
366,877
367,465
368,146
369,481
370,765
371,1155
372,189
373,1416
374,358
375,23
376,720
377,194
378,38
379,1014
380,690
381,1373
382,1434
383,243
384,409
385,906
386,808
387,199
388,1553
389,1539
390,1279
391,1335
392,808
393,460
394,178
395,1193
396,923
397,596
398,794
399,1278
400,1417
401,1083
402,908
403,943
404,53
405,1055
406,1296
407,627
408,200
409,275
410,575
411,220
412,1224
413,957
414,80
415,222
416,1080
417,424
418,412
419,991
420,966
421,954
422,95
423,982
424,1652
425,227
426,845
427,1597
428,1358
429,1412
430,1346
431,4
432,709
433,471
434,1280
435,1080
436,1342
437,1609
438,535
439,202
440,214
441,1100
442,898
443,1402
444,1605
445,1404
446,3
447,619
448,663
449,1040
450,40
451,249
452,403
453,1201
454,1420
455,964
456,1425
457,414
458,235
459,517
460,54
461,340
462,250
463,754
464,272
465,1403
466,222
467,1319
468,592
469,1645
470,756
471,1101
472,1219
473,814
474,931
475,1261
476,142
477,630
478,992
479,975
480,157
481,93
482,972
483,1656
484,978
485,394
486,790
487,1
488,122
489,1395
490,1148
491,963
492,1341
493,603
494,1046
495,792
496,643
497,468
498,1233
499,1295
500,468
501,766
502,947
503,178
504,867
505,674
506,377
507,727
508,232
509,753
510,819
511,393
512,1165
513,956
514,1348
515,143
516,152
517,1191
518,1250
519,635
520,855
521,94
522,1647
523,1614
524,946
525,1396
526,639
527,832
528,970
529,541
530,69
531,1467
532,808
533,1041
534,1279
535,948
536,399
537,144
538,1019
539,372
540,1421
541,930
542,1315
543,3
544,562
545,655
546,1171
547,214
548,1275
549,421
550,947
551,1475
552,1077
553,1399
554,541
555,1524
556,625
557,575
558,569
559,882
560,1438
561,1521
562,590
563,1428
564,641
565,816
566,1356
567,1269
568,1359
569,317
570,1072
571,1044
572,701
573,1385
574,355
575,761
576,783
577,757
578,878
579,1498
580,502
581,545
582,381
583,1512
584,1642
585,529
586,327
587,313
588,1237
589,1404
590,1622
591,627
592,1354
593,1278
594,449
595,1451
596,348
597,1521
598,871
599,711
600,128
601,1007
602,1139
603,831
604,510
605,126
606,1241
607,374
608,145
609,1654
610,689
611,1405
612,412
613,917
614,1099
615,1532
616,864
617,825
618,321
619,1005
620,1480
621,1135
622,1640
623,141
624,278
625,1209
626,519
627,382
628,653
629,849
630,812
631,1150
632,219
633,1000
634,76
